# Test data for ascii data initial conditions.
# Only next line is parsed in format: [nlongitude] [ncolatitude] because of keyword "POINTS:"
# POINTS: 201 241
# Columns: longitude colatitude litho crust
0.549779 1.22173 57710	41506	27563	13938	3132.21972656	2953.88989258	2817.76000977
0.554142 1.22173 58730	41334	27424	13893.0009766	3125.76000977	2949.39990234	2808.22998047
0.558505 1.22173 58310	41139	27234	13706	3118.26000977	2942.2800293	2801.60009766
0.562869 1.22173 56730	41376	27315	13670	3107.90991211	2933.54003906	2789.93994141
0.567232 1.22173 54300	41647	27438	13645	3100.14990234	2926.20996094	2782.9699707
0.571595 1.22173 51570	41919	27560	13621	3092.37988281	2918.87988281	2776
0.575959 1.22173 49400	42420	27932	13798	3094.31005859	2918.72998047	2782.2800293
0.580322 1.22173 48580	43054	28449	14094	3101.88989258	2922.76000977	2796.2800293
0.584685 1.22173 49410	43689	28967	14389	3109.45996094	2926.7800293	2810.2800293
0.589049 1.22173 51670	44374	29516	14699	3117.5300293	2931.27001953	2824.73999023
0.593412 1.22173 54720	44368	29518	14679	3110.90991211	2924.25	2820.56005859
0.597775 1.22173 57930	44265	29417	14576	3099.34008789	2913.37988281	2810.07006836
0.602139 1.22173 61050	44162	29316	14473	3087.77001953	2902.5	2799.58007812
0.606502 1.22173 64130	44059	29215	14370	3076.19995117	2891.62011719	2789.08007812
0.610865 1.22173 67350	44446	29475	14504	3078.01000977	2893.33007812	2790.72998047
0.615229 1.22173 70720	44908	29791	14675	3081.91992188	2897.01000977	2794.2800293
0.619592 1.22173 73970	45371	30108	14845	3085.84008789	2900.68994141	2797.82006836
0.623955 1.22173 76720	45843	30432	15021	3089.75	2904.36010742	2801.37011719
0.628319 1.22173 78700	43639	29038	14529	3077.29003906	2912.56005859	2822.5300293
0.632682 1.22173 79820	41460	27653	14030	3064.70996094	2920.80004883	2843.82006836
0.637045 1.22173 80240	39281	26268	13532	3052.12988281	2929.0300293	2865.11010742
0.641409 1.22173 80340	37185	24957	13087	3040.48999023	2936.01000977	2883.76000977
0.645772 1.22173 80560	35787	24274	13098	3036.7800293	2932.42993164	2880.25
0.650135 1.22173 81030	34388	23590	13109	3033.08007812	2928.85009766	2876.72998047
0.654498 1.22173 81310	32989	22907	13120	3029.37011719	2925.27001953	2873.2199707
0.658862 1.22173 80950	32435.9980469	22639	13129	3028.83007812	2924.73999023	2872.69995117
0.663225 1.22173 79980	33768.0039062	23226.9980469	12996	3031.12988281	2926.9699707	2874.88989258
0.667588 1.22173 78770	35300	23927	12888	3034.90991211	2930.62011719	2878.4699707
0.671952 1.22173 77470	36832	24627	12780	3038.68994141	2934.27001953	2882.06005859
0.676315 1.22173 76040	38717	25628	12924	3042.4699707	2937.91992188	2885.63989258
0.680678 1.22173 74340	41279	27207	13551	3046.26000977	2941.57006836	2889.22998047
0.685042 1.22173 72290	43841	28787	14178	3050.04003906	2945.22998047	2892.82006836
0.689405 1.22173 69860	46334	30390	14878	3059.15991211	2947.45996094	2890.76000977
0.693768 1.22173 67060	48127	31493	15288	3065.73999023	2950.39990234	2891.42993164
0.698132 1.22173 63840	48891	32096	15602	3086.89990234	2949.38989258	2876.55004883
0.702495 1.22173 60200	49650	32694.0019531	15910	3108.11010742	2948.39990234	2861.65991211
0.706858 1.22173 56300	50408	33292	16219	3129.32006836	2947.39990234	2846.77001953
0.711222 1.22173 52580	48644	32120	15601	3120.73999023	2933.48999023	2829.4699707
0.715585 1.22173 49800	45903	30263	14625	3100.62988281	2914.59008789	2811.23999023
0.719948 1.22173 48380	43162	28405	13650	3080.52001953	2895.68994141	2793.01000977
0.724312 1.22173 47980	29573	17959	9725.00097656	3042	2774.05004883	2679.12988281
0.728675 1.22173 47970	39235	25868	12104	3042.43994141	2869.38989258	2767.25
0.733038 1.22173 48000	38082	25212	11543.0009766	3024.5	2862.15991211	2759.88989258
0.737402 1.22173 48000	36930.0039062	24555.9980469	10982	3006.56005859	2854.92993164	2752.5300293
0.741765 1.22173 48000	35790	23885	10487	2990.11010742	2846.75	2744.35009766
0.746128 1.22173 48000	34689	23167	10200	2978.36010742	2835.56005859	2733.56005859
0.750492 1.22173 48000	33589	22449	9914	2966.61010742	2824.37011719	2722.7800293
0.754855 1.22173 48000	32488	21730	9627	2954.85009766	2813.17993164	2711.98999023
0.759218 1.22173 48000	33224	22225	9987	2967.54003906	2822.47998047	2721.06005859
0.763582 1.22173 47980	35026	23492	10511	2984.93994141	2841.82006836	2739.60009766
0.767945 1.22173 47960	37055	24885	11187	3008.45996094	2864.2199707	2761.18994141
0.772308 1.22173 48220	39084	26278.9980469	11863	3031.98999023	2886.62011719	2782.79003906
0.776672 1.22173 49760	39401	26557	12097	3043.52001953	2897.60009766	2793.37011719
0.781035 1.22173 54830	39198	26495	12198	3051.40991211	2905.11010742	2800.61010742
0.785398 1.22173 66210	38995	26434	12298	3059.30004883	2912.62011719	2807.85009766
0.789761 1.22173 84460	118866	73196	35540	3244.44995117	2811.92993164	2721.80004883
0.794125 1.22173 105860	40186	27053	12869	3058.35009766	2913.42993164	2816.91992188
0.798488 1.22173 125180	41655	27804	13374	3052.35009766	2908.20996094	2819.12011719
0.802851 1.22173 139660	43125	28554	13879	3046.35009766	2902.98999023	2821.33007812
0.807215 1.22173 149890	44340	29188	14287	3042.97998047	2903.20996094	2828.73999023
0.811578 1.22173 158520	44927.0039062	29533	14456	3046.11010742	2916.83007812	2849
0.815941 1.22173 167590	45515	29879	14625	3049.23999023	2930.45996094	2869.25
0.820305 1.22173 176540	46082	30181	14747	3049.64990234	2944.86010742	2892.45996094
0.824668 1.22173 183830	46357	30399	14910	3053.92993164	2948.97998047	2896.51000977
0.829031 1.22173 189080	46323	30397.9980469	14940	3050.05004883	2945.23999023	2892.83007812
0.833395 1.22173 192910	46289	30396	14970	3046.17993164	2941.5	2889.15991211
0.837758 1.22173 195990	46255	30395	15000	3042.30004883	2937.75	2885.47998047
0.842121 1.22173 198550	46283	30192	14462	3038.41992188	2934.01000977	2881.80004883
0.846485 1.22173 200430	46325	29948	13807.0009766	3034.54003906	2930.26000977	2878.12011719
0.850848 1.22173 201360	46366	29704	13152	3030.65991211	2926.51000977	2874.43994141
0.855211 1.22173 201220	46277	29450	12626	3026.7800293	2922.77001953	2870.76000977
0.859575 1.22173 200150	46703	30043	13464	3034.64990234	2930.36010742	2878.2199707
0.863938 1.22173 198490	47036	30544	14192	3041.88989258	2937.36010742	2885.09008789
0.868301 1.22173 196540	47369	31044	14920	3049.12988281	2944.35009766	2891.95996094
0.872665 1.22173 194350	47434	31364	15541	3055.5	2950.5	2898
0.877028 1.22173 191860	45561	30377	15393	3055.5	2950.5	2898
0.881391 1.22173 189140	43688	29391	15244	3055.5	2950.5	2898
0.885755 1.22173 186550	41836	28409	15080	3055.5	2950.5	2898
0.890118 1.22173 184720	40707	27686	14663	3054.73999023	2949.76000977	2897.2800293
0.894481 1.22173 184210	42165	28374	14587	3047.51000977	2942.79003906	2890.42993164
0.898845 1.22173 185300	43625	29040	14460	3040.29003906	2935.81005859	2883.58007812
0.903208 1.22173 187900	45084	29704	14330	3033.07006836	2928.84008789	2876.72998047
0.907571 1.22173 191700	46431	30309	14196	3025.30004883	2921.34008789	2869.35009766
0.911935 1.22173 196260	46411	30209	14016.0009766	3010.85009766	2907.37988281	2855.64990234
0.916298 1.22173 201140	46392	30108	13837	2996.39990234	2893.42993164	2841.94995117
0.920661 1.22173 206010	46387	29999	13622	2981.93994141	2879.4699707	2828.22998047
0.925025 1.22173 210670	46403	29901	13408.9990234	2968.19995117	2866.19995117	2815.19995117
0.929388 1.22173 215010	46700	30085	13477.0009766	2968.19995117	2866.19995117	2815.19995117
0.933751 1.22173 218960	46997	30268	13545	2968.19995117	2866.19995117	2815.19995117
0.938114 1.22173 222400	47289	30463	13640	2968.19995117	2866.19995117	2815.19995117
0.942478 1.22173 225260	47581	30658.9980469	13735.9990234	2968.19995117	2866.19995117	2815.19995117
0.946841 1.22173 227570	48085	30963.9980469	13843.0009766	2975.61010742	2873.36010742	2822.22998047
0.951204 1.22173 229510	48463	31190.0019531	13918	2981.11010742	2878.66992188	2827.44995117
0.955568 1.22173 231330	48685	31318.0019531	13952	2984.36010742	2881.80004883	2830.52001953
0.959931 1.22173 233190	48907	31446	13986.9990234	2987.60009766	2884.92993164	2833.60009766
0.964294 1.22173 235170	47744	30719	13695.0009766	2974.9699707	2872.73999023	2821.62011719
0.968658 1.22173 237300	46581	29992	13403	2962.34008789	2860.54003906	2809.63989258
0.973021 1.22173 239490	45132	29042.9980469	12955	2945.5300293	2844.31005859	2793.69995117
0.977384 1.22173 241320	44702	28730.9980469	12761	2944.51000977	2843.33007812	2792.72998047
0.981748 1.22173 241190	44858	28785.9980469	12714.9990234	2952.52001953	2851.06005859	2800.33007812
0.986111 1.22173 235910	44808	28703.0019531	12598.0009766	2957.13989258	2855.52001953	2804.70996094
0.990474 1.22173 221620	44786	28646.0019531	12507	2961.77001953	2859.98999023	2809.10009766
0.994838 1.22173 195870	44845	28666	12488	2966.38989258	2864.45996094	2813.48999023
0.999201 1.22173 161200	44914.0039062	28706	12496.9990234	2971.01000977	2868.91992188	2817.87011719
1.00356 1.22173 126270	44989	28758	12524.0009766	2975.62011719	2873.37011719	2822.23999023
1.00793 1.22173 99760	46573	30136	13698	3004.43994141	2880.51000977	2815.86010742
1.01229 1.22173 84600	48359	31691.9980469	15025	3036.5	2888.01000977	2808.0300293
1.01665 1.22173 78670	50370	33377	16383.9990234	3072.15991211	2898.97998047	2803.59008789
1.02102 1.22173 78100	50324	33522	16719	3080.97998047	2896.12988281	2793.42993164
1.02538 1.22173 80410	48500	32316.0019531	16132	3066.09008789	2882.12011719	2779.91992188
1.02974 1.22173 85320	47262	31495	15729	3057.81005859	2874.34008789	2772.40991211
1.03411 1.22173 92520	46200	30787	15373.9990234	3050.79003906	2867.73999023	2766.05004883
1.03847 1.22173 100070	46219	30766	15312.9990234	3051.42993164	2868.34008789	2766.62988281
1.04283 1.22173 105850	46239	30745	15252.0009766	3052.07006836	2868.93994141	2767.20996094
1.0472 1.22173 109580	46447	30850.9980469	15254	3054.82006836	2871.5300293	2769.69995117
1.05156 1.22173 112150	46983	31185.9980469	15388	3058.76000977	2875.22998047	2773.27001953
1.05592 1.22173 114260	47287	31377.9980469	15469.9990234	3060	2876.39990234	2774.39990234
1.06029 1.22173 116080	47437	31472.0019531	15506.0009766	3060	2876.39990234	2774.39990234
1.06465 1.22173 117650	47624	31589.0019531	15555	3060.47998047	2876.85009766	2774.84008789
1.06901 1.22173 119060	46561	30879	15194	3044.34008789	2861.67993164	2760.19995117
1.07338 1.22173 120430	45498.0039062	30169	14831.9990234	3028.19995117	2846.51000977	2745.57006836
1.07774 1.22173 121810	44794	29705	14606.0009766	3016.87011719	2835.86010742	2735.30004883
1.0821 1.22173 123170	44964	29835	14694	3017.2199707	2836.17993164	2735.61010742
1.08647 1.22173 124470	46073	30586.9980469	15091	3030.01000977	2848.20996094	2747.20996094
1.09083 1.22173 125630	48117	31963.9980469	15803.9990234	3053.9699707	2870.72998047	2768.92993164
1.09519 1.22173 126620	50161	33341	16517	3077.91992188	2893.23999023	2790.64990234
1.09956 1.22173 127410	50858	33835	16809	3090	2904.60009766	2801.60009766
1.10392 1.22173 127990	50182	33429	16675	3090	2904.60009766	2801.60009766
1.10828 1.22173 128390	49438	32982	16524	3090	2904.60009766	2801.60009766
1.11265 1.22173 128620	48301	32294	16285.9990234	3090	2904.60009766	2801.60009766
1.11701 1.22173 128660	46531	31162	15792.0009766	3078.22998047	2893.54003906	2790.92993164
1.12137 1.22173 128480	44784	30036.9980469	15289	3063.92993164	2880.10009766	2777.9699707
1.12574 1.22173 128110	43941	29515.9980469	15092	3055.65991211	2872.32006836	2770.4597168
1.1301 1.22173 127680	43085	28988.0019531	14890.9990234	3047.30004883	2864.4699707	2762.88989258
1.13446 1.22173 127310	43558	29281.0019531	15005.0009766	3047.04003906	2864.2199707	2762.64990234
0.261799 1.22609 61880	44031	29575	15120	3046.79003906	2863.97998047	2762.41992188
0.266163 1.22609 61780	45266	30424	15583	3061.41992188	2877.73999023	2775.68994141
0.270526 1.22609 61630	46452.9960938	31242	16031.9990234	3073.67993164	2889.26000977	2786.80004883
0.274889 1.22609 61490	47245	31785	16324.0009766	3073.89990234	2889.4699707	2787
0.279253 1.22609 61410	47654	32105.9980469	16557	3078.01000977	2893.33007812	2790.72973633
0.283616 1.22609 61460	47678	32204.9980469	16732	3086.02001953	2900.85009766	2797.98999023
0.287979 1.22609 61670	47693	32245.9980469	16800	3090	2904.60009766	2801.60009766
0.292343 1.22609 62090	47698	32231.0019531	16764	3090	2904.60009766	2801.60009766
0.296706 1.22609 62730	47703	32204	16704	3090	2904.60009766	2801.60009766
0.301069 1.22609 63540	47709	32169	16631	3090	2904.60009766	2801.60009766
0.305433 1.22609 64480	47708	32156	16603	3090	2904.60009766	2801.60009766
0.309796 1.22609 65450	47705	32151	16591	3090	2904.60009766	2801.60009766
0.314159 1.22609 66380	47704	32181	16651	3095.97998047	2910.22998047	2807.0300293
0.318523 1.22609 67190	47700	32220.9980469	16734	3103.73999023	2917.51000977	2814.05004883
0.322886 1.22609 67880	47424	32171.9980469	16912	3111.4699707	2924.7800293	2821.06005859
0.327249 1.22609 68470	47295	32207.0019531	17114	3120.67993164	2933.43994141	2829.41992188
0.331613 1.22609 68990	47432	32398.0019531	17361	3132.58007812	2944.62988281	2840.20996094
0.335976 1.22609 69530	47641	32587	17534	3140.30004883	2951.87988281	2847.19995117
0.340339 1.22609 70150	48055	32775	17495	3136.17993164	2948.01000977	2843.4699707
0.344703 1.22609 70870	48468	32962	17457	3132.07006836	2944.14990234	2839.75
0.349066 1.22609 71680	48583	32949	17314	3127.94995117	2940.27001953	2836.01000977
0.353429 1.22609 72550	49002	33137	17274	3123.82006836	2936.38989258	2832.26000977
0.357792 1.22609 73430	50082	33766	17454	3119.68994141	2932.51000977	2828.52001953
0.362156 1.22609 74270	49395	33350.9960938	17312	3115.58007812	2928.64990234	2824.79003906
0.366519 1.22609 75010	48832	33009	17192	3111.4699707	2924.7800293	2821.07006836
0.370882 1.22609 75620	48150	32588.0019531	17032	3107.36010742	2920.91992188	2817.34008789
0.375246 1.22609 76030	47320	32069	16820	3103.23999023	2917.05004883	2813.61010742
0.379609 1.22609 76160	46490	31551	16609	3099.12988281	2913.17993164	2809.87988281
0.383972 1.22609 76210	45648.0039062	31012	16369.9990234	3094.97998047	2909.2800293	2806.12011719
0.388336 1.22609 77310	44814	30445.9980469	16072.0009766	3086.73999023	2901.5300293	2798.63989258
0.392699 1.22609 81130	44617	30220.9980469	15823.0009766	3074.93994141	2890.43994141	2787.93994141
0.397062 1.22609 87830	44592	30101.9980469	15612	3063.13989258	2879.35009766	2777.23999023
0.401426 1.22609 94980	44567	29982.0019531	15400.9990234	3051.34008789	2868.26000977	2766.54003906
0.405789 1.22609 99960	44543	29923	15307.9990234	3044.37988281	2861.7199707	2760.23999023
0.410152 1.22609 102040	44520	29900	15284.0009766	3040.27001953	2857.85009766	2756.51000977
0.414516 1.22609 100820	44498	29878	15260	3036.14990234	2853.97998047	2752.77001953
0.418879 1.22609 94860	44212.9960938	29685	15156	3027.97998047	2846.30004883	2745.37011719
0.423242 1.22609 84430	45779	30726	15671.9990234	3041.18994141	2858.7199707	2757.34008789
0.427606 1.22609 73480	47569	31921.9980469	16272.0009766	3056.5300293	2873.13989258	2771.26000977
0.431969 1.22609 66100	49360	33118	16871	3071.87988281	2887.57006836	2785.16992188
0.436332 1.22609 62500	14252.0009766	7869.00048828	5806	2897.5	2707.5	2422.5
0.440696 1.22609 60260	15266.0009766	8372	6145	2909.33007812	2718.55004883	2432.38989258
0.445059 1.22609 57380	16291	8877	6483	2921.34008789	2729.7800293	2442.43994141
0.449422 1.22609 53670	15558	8655.99902344	6427	2933.29003906	2740.93994141	2452.41992188
0.453786 1.22609 50400	14656.9980469	8366.00097656	6334.99951172	2945.22998047	2752.10009766	2462.39990234
0.458149 1.22609 49050	13755.9990234	8074.99951172	6242.00048828	2957.16992188	2763.25	2472.38989258
0.462512 1.22609 50170	12871.9980469	7784.99902344	6140.99951172	2971.06005859	2776.23999023	2483.99975586
0.466876 1.22609 53060	11992.9990234	7522.99804688	6079.00048828	3006.48999023	2809.34008789	2513.62011719
0.471239 1.22609 56280	11114.0009766	7260.99853516	6017	3041.90991211	2842.43994141	2543.23999023
0.475602 1.22609 58640	10425.0009766	7064.99902344	5981.00048828	3077.27001953	2875.47998047	2572.80004883
0.479966 1.22609 60040	9938.00097656	6939.99902344	5972	3101.37988281	2898.01000977	2592.95996094
0.484329 1.22609 60930	10007.9990234	6980.99951172	6002.00048828	3102.38989258	2898.94995117	2593.80004883
0.488692 1.22609 61580	9925.99902344	6985.99853516	6034	3090.4699707	2887.81005859	2583.83007812
0.493056 1.22609 62040	9842.99902344	6991.00048828	6067.00048828	3078.55004883	2876.67993164	2573.86987305
0.497419 1.22609 62250	9890.99804688	7039.99951172	6116	3066.64990234	2865.56005859	2563.91992188
0.501782 1.22609 62110	10180.9980469	7170.99853516	6194.99951172	3054.80004883	2854.47998047	2554.01000977
0.506145 1.22609 61530	10979.0019531	7460.99804688	6321	3057.12011719	2856.64990234	2555.94995117
0.510509 1.22609 60370	12122	7859.00048828	6478.99951172	3069.08007812	2867.83007812	2565.94995117
0.514872 1.22609 58470	12970.0009766	8210.99902344	6669	3081.01000977	2878.97998047	2575.92993164
0.519235 1.22609 55850	13520.0009766	8515.99902344	6893.99951172	3092.90991211	2890.09008789	2585.87011719
0.523599 1.22609 53040	14069	8820.99804688	7119.00048828	3104.80004883	2901.20996094	2595.82006836
0.527962 1.22609 50900	14233	9003	7305.99951172	3113.87988281	2909.68994141	2603.39990234
0.532325 1.22609 50340	14287.9990234	9179	7522.00048828	3130.14990234	2924.89990234	2617.01000977
0.536689 1.22609 51650	14508.9980469	9423.99902344	7775	3151.92993164	2945.25	2635.2199707
0.541052 1.22609 54170	14720.9980469	9660.99902344	8020	3173.26000977	2965.17993164	2653.05004883
0.545415 1.22609 56800	14864.0019531	9839	8210	3191.04003906	2981.79003906	2667.91992188
0.549779 1.22609 58620	13975.0019531	9605	8189.00097656	3169.08007812	2961.2800293	2649.56005859
0.554142 1.22609 59140	13152	9350	8119	3153.51000977	2946.7199707	2636.54003906
0.558505 1.22609 58210	12329.0009766	9093.99902344	8048.99951172	3137.92993164	2932.15991211	2623.51000977
0.562869 1.22609 56080	11506.9990234	8838.00097656	7979.00048828	3122.35009766	2917.60009766	2610.48999023
0.567232 1.22609 53350	11111	8938	8238	3165.37011719	2957.80004883	2646.44995117
0.571595 1.22609 50780	10953.9990234	9052.99902344	8441	3202.5	2992.5	2677.5
0.575959 1.22609 49000	11548.9980469	9135.99902344	8357	3202.5	2992.5	2677.5
0.580322 1.22609 48330	12291.0009766	9291.99804688	8281	3201.89990234	2992.14990234	2680.45996094
0.584685 1.22609 48880	14825	10355	8311	3193.97998047	2987.43994141	2719.75976562
0.589049 1.22609 50610	17360.0019531	11417.9990234	8342.00097656	3186.06005859	2982.73999023	2759.06005859
0.593412 1.22609 53430	19874	12574.9990234	8446	3177.70996094	2978.04003906	2798.34008789
0.597775 1.22609 57000	21640	14136.9990234	9027.00097656	3153.75976562	2961.16992188	2816.2199707
0.602139 1.22609 60770	21399	14262	9056	3088.02001953	2901.76000977	2759.7199707
0.606502 1.22609 64360	20944	14438	9254.00097656	3051.19995117	2869.61010742	2729.13989258
0.610865 1.22609 67780	20447	14624	9486	3020	2842.75	2703.59008789
0.615229 1.22609 71120	20234.9980469	14777.9990234	9501.00097656	2983	2810.42993164	2672.86010742
0.619592 1.22609 74180	20515	14877.0009766	9142	2935.97998047	2768.69995117	2633.15991211
0.623955 1.22609 76730	20856	15011.9990234	8804	2891.41992188	2729.19995117	2595.60009766
0.628319 1.22609 78800	23138.0019531	16245.9990234	9098	2924.23999023	2760.16992188	2625.06005859
0.632682 1.22609 80410	25286	17462.9980469	9485	2961.11010742	2794.97998047	2658.15991211
0.637045 1.22609 81330	27308	18665	9959	3001.83007812	2833.40991211	2694.7199707
0.641409 1.22609 81520	29200.9980469	19678	10470	3078.40991211	2903.47998047	2761.35009766
0.645772 1.22609 81430	31077.9980469	20666	10985	3159.52001953	2977.55004883	2831.80004883
0.650135 1.22609 81450	30934.9980469	20646	10940	3139.07006836	2959.12988281	2814.2800293
0.654498 1.22609 81360	29736.0019531	20097	10601	3065.4699707	2892.31005859	2750.7199707
0.658862 1.22609 80740	28544.0019531	19481	10282	3011.52001953	2841.64990234	2705.52001953
0.663225 1.22609 79610	27360.0019531	18809	9978.00097656	2973.35009766	2803.95996094	2675.05004883
0.667588 1.22609 78260	29561	20236	10647	2991.59008789	2819.5300293	2695.22998047
0.671952 1.22609 76820	32612	22189.9980469	11561	3023.98999023	2848.4699707	2728.11010742
0.676315 1.22609 75250	35580	24061	12393	3059.68994141	2880.5300293	2763.91992188
0.680678 1.22609 73420	38808	26097	13298	3099.44995117	2916.27001953	2803.73999023
